Id;DESCRIPCION;NUMERO_PROCESO;ESTADO;TIPO_PROCESO;UNIDAD_CONTRATACION;VALOR_ESTIMADO;FASE_ACTUAL;ENTIDAD_ESTATAL;FECHA_PUBLICACION;FECHA_OFERTAS;CODIGO_NOTICE;FECHA_PRESENTACION;TIPO_CONTRATO;JUSTIFICACION_CONTRATO;FECHA_TERMINACION;DESCRIPCION_CONTRATO;VALOR_ESTIMADO_ADQUISICIONES;CODIGO_UNSPSC;Licita
865;USO DE LICENCIA DEL SOTWAR;SERVI 0009;Publicado;Contratación régimen especial;CONTRATO;1600000;Presentación de oferta;INSTITUCIÓN EDUCATIVA DE SANTA ANA;21/03/2024 4:20:36 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5880839;-;Servicios financieros;Regla aplicable;30/12/2023 12:00:00 AM ((UTC-05:00) Bogotá, Lima, Quito);"USO MEDIANTE LICENCIA CONCURRENTE DEL SOPORTE L6GICO 0
SOFTWARE DENOMINADO,""SISTEMA INTEGRADO DE GESTION
ADMINISTRATIVA ""SIGAA"" 100% WEB EN LA INSTITUCION EDUCATIVA
DURANTE LA VIGENCIA DE 2023-2024.";0;43231601 - Software de contabilidad;
866;ADQUISICIÓN DE SISTEMA INFORMÁTICO FINANCIERO;PC-MS-MC-007-2024;Proceso adjudicado y celebrado;Mínima cuantía;SECRETARIA DE HACIENDA;36400000;Presentación de oferta;MUNICIPIO DE SOCOTA;21/03/2024 1:45:42 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5879206;26/03/2024 3:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Compraventa;Presupuesto inferior al 10% de la menor cuantía;31/12/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);ADQUISICIÓN DE SISTEMA INFORMÁTICO FINANCIERO MÓDULO DE PRESUPUESTO, TESORERÍA, CONTABILIDAD Y LIQUIDADOR DE NÓMINA PARA EL MUNICIPIO DE SOCOTÁ - BOYACÁ;0;43231601 - Software de contabilidad;
867;ADQUISICIÓN DE SISTEMA INFORMÁTICO MÓDULO WEB GESTION FINANCIERA Y TRIBUTARIA PARA EL FORTALECIMIENTO DE LA SECRETARÍA DE HACIENDA DEL MUNICIPIO DE TOTA;MT-IMC-005-2024;Proceso adjudicado y celebrado;Mínima cuantía;Contratacion;25000000;Presentación de oferta;ALCALDÍA MUNICIPAL DE TOTA;19/03/2024 6:58:56 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5867437;22/03/2024 6:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Prestación de servicios;Presupuesto inferior al 10% de la menor cuantía; ; ;0;43231601 - Software de contabilidad;
868;PRESTACIÓN DEL SERVICIO DE SOPORTE DE GENERACIÓN, EXPEDICIÓN Y RADICACIÓN DE FACTURAS ELECTRÓNICAS Y SOPORTE DE LA PLATAFORMA TECNOLÓGICA PARA NÓMINA ELECTRÓNICA IMPLEMENTADOS PARA LA EMPRESA SOCIAL D;HMM-PS-18-2024;Publicado;Contratación régimen especial;GERENCIA;2200000;Presentación de oferta;EMPRESA SOCIAL DE ESTADO HOSPITAL LAS MERCEDES;19/03/2024 9:11:06 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5861712;-;Prestación de servicios;Regla aplicable;12/12/2024 12:00:00 AM ((UTC-05:00) Bogotá, Lima, Quito);PRESTACIÓN DEL SERVICIO DE SOPORTE DE GENERACIÓN, EXPEDICIÓN Y RADICACIÓN DE FACTURAS ELECTRÓNICAS Y SOPORTE DE LA PLATAFORMA TECNOLÓGICA PARA NÓMINA ELECTRÓNICA IMPLEMENTADOS PARA LA EMPRESA SOCIAL DEL ESTADO HOSPITAL LAS MERCEDES DE MONGUÍ.;2000000;43231601 - Software de contabilidad;
869;SOFTWARE CONTABLE FAP;SIP-APC-002-2024;Proceso en evaluación y observaciones;Solicitud de información a los Proveedores;Gestión contractual;0;Presentación de oferta;APC COLOMBIA+;18/03/2024 11:52:01 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5855680;22/03/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito); ; ;31/12/2023 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);ADQUISICIÓN DE UN SOFTWARE CONTABLE PARA EL REGISTRO, ADMINISTRACIÓN, SEGUIMIENTO Y CONTROL DE LOS MOVIMIENTOS FINANCIEROS CORRESPONDIENTES A ADMINISTRACIÓN DE LOS RECURSOS EN ESPECIAL LOS APORTES DE FONDO ALIANZA PACIFICO;0;43231601 - Software de contabilidad;
870;HEINSOHN BUSINESS TECHNOLOGY S.A. BIC;SED-OTIC-CD-001-2024;Proceso adjudicado y celebrado;Contratación directa.;DIRECCION DE CONTRATACION;423284224;Presentación de oferta;SECRETARIA DE EDUCACION DEL DISTRITO;18/03/2024 11:38:11 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5855658;-;Prestación de servicios;No existe pluralidad de oferentes en el mercado;21/03/2025 12:00:00 AM ((UTC-05:00) Bogotá, Lima, Quito);Prestar el servicio de actualización, soporte, funcionalidades especiales y asistencia técnica para el software Apoteosys que soporta el sistema de información financiero de la Secretaría de Educación del Distrito - SED.;423284224;43231601 - Software de contabilidad;
871;ACTUALIZACION TNS;RE-008-2024;Publicado;Contratación régimen especial;PAGADURIA;2000000;Presentación de oferta;INSTITUCION EDUCATIVA COLEGIO GIBRALTAR;18/03/2024 8:35:03 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5854174;-;Prestación de servicios;Regla aplicable;11/07/2023 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);ACTUALIZACION TNS;0;43231601 - Software de contabilidad;
872;CPS 003-2024 SINFA SISTEMA DE INFORMACION FINANCIERO Y ADMINISTRATIVO SAS;CPS 003-2024;Proceso adjudicado y celebrado;Contratación directa.;Subgerencia Financiera;38356000;Presentación de oferta;BENEFICENCIA DE CUNDINAMARCA;14/03/2024 4:35:35 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5840538;-;Prestación de servicios;Servicios profesionales y apoyo a la gestión;31/12/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);"CONTRATAR EL SERVICIO DE COMPUTAC1ON EN LA NUBE DEL SISTEMA DE
INFORMACION FINANCIERO Y ADMINISTRATIVO (Software como Servicio).";0;43231601 - Software de contabilidad;
873;SERVICIO DE ACCESO Y SOPORTE DE UN SOFTWARE PARA LA ADMINISTRACION DE COSTOS y PARA LA GESTIÓN DEL PROCESO DE COSTEO DEL HOSPITAL DEPARTAMENTAL MARIO CORREA RENGIFO E.S.E.;OS-S2-041-2024;Publicado;Contratación régimen especial;GESTION DE CONTRATACION;14082000;Presentación de oferta;HOSPITAL DEPARTAMENTAL MARIO CORREA RENGIFO ESE;14/03/2024 9:58:03 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5836709;-;Decreto 092 de 2017;Decreto 092 de 2017;30/06/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);SERVICIO DE ACCESO Y SOPORTE DE UN SOFTWARE PARA LA ADMINISTRACION DE COSTOS y PARA LA GESTIÓN DEL PROCESO DE COSTEO DEL HOSPITAL DEPARTAMENTAL MARIO CORREA RENGIFO E.S.E.;0;43231601 - Software de contabilidad;
874;SISTEMA DE INFORMACION FINANCIERO Y ADMINISTRATIVO;CPS-0022-2024;Proceso adjudicado y celebrado;Contratación directa.;OFICINA JURÍDICA;58000000;Presentación de oferta;INDEPORTES CUNDINAMARCA;13/03/2024 7:29:27 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5834660;-;Prestación de servicios;No existe pluralidad de oferentes en el mercado;23/12/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);PRESTACIÓN DE SERVICIOS DE COMPUTACIÓN EN LA NUBE (ACTUALIZACIÓN, MANTENIMIENTO Y SOPORTE TÉCNICO) DEL SISTEMA DE INFORMACION FINANCIERO Y ADMINISTRATIVO Sinfa® ERP SaaS (Software como Servicio).;58000000;43231601 - Software de contabilidad;
875;SOFTWARE CONTABLE ARIES;CPS-001-2024;Proceso adjudicado y celebrado;Contratación directa.;UC FOVISRU;10432800;Presentación de oferta;FONDO DE VIVIENDA DE INTERES SOCIAL Y REFORMA URBANA EN EL MUNICIPIO DE PUERTO BERRIO;12/03/2024 6:37:32 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5826826;-;Prestación de servicios;No existe pluralidad de oferentes en el mercado; ;"""PRESTACION DE SERVICIOS PROFESIONALES PARA EL APOYO TÉCNICO, CAPACITACIÓN,  SOPORTE  Y ACTUALIZACIÓN DE LAS APLICACIONES ADMINISTRATIVAS Y FINANCIERAS PARA EL AÑO 2024, EN LOS PROGRAMAS DE PRESUPUESTO, TESORERIA, CONTABILIDAD Y  PROGRAMAS QUE ACTUALMENTE MANEJA  EL FONDO DE VIVIENDA DE INTERÉS SOCIAL Y REFORMA URBANA DE PUERTO BERRIO  ANTIOQUÍA";12000000;43231601 - Software de contabilidad;
876;ADQUISICION DE SOFTWARE FINANCIERO PARA EL MANEJO DE LA INFORMACION CONTABLE, CON MÓDULOS DE CONTABILIDAD, PRESUPUESTO Y TESORERIA PARA EL FONDO DE VIVIENDA DE INTERÉS SOCIAL DEL DEPARTAMENTO DEL HUIL;FVH-CV02-2024;Proceso adjudicado y celebrado;Mínima cuantía;Contratación;23205000;Presentación de oferta;FONDO DE VIVIENDA DE INTERÉS SOCIAL DEL DEPARTAMENTO DEL HUILA;8/03/2024 4:54:10 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5807538;14/03/2024 5:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Compraventa;Presupuesto inferior al 10% de la menor cuantía;4/04/2024 6:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);ADQUISICION DE SOFTWARE FINANCIERO PARA EL MANEJO DE LA INFORMACION CONTABLE, CON MÓDULOS DE CONTABILIDAD, PRESUPUESTO Y TESORERIA PARA EL FONDO DE VIVIENDA DE INTERÉS SOCIAL DEL DEPARTAMENTO DEL HUILA.;0;43231601 - Software de contabilidad;
877;SOPORTE Y ACTUALIZACIÓN DEL SISTEMA DE INFORMACIÓN;501.17.11.040;Proceso adjudicado y celebrado;Contratación directa.;contratacion;2288000;Presentación de oferta;INSTITUTO MUNICIPAL DEL DEPORTE Y LA RECREACION ZARZALEÑA;6/03/2024 11:30:58 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5794665;-;Prestación de servicios;Servicios profesionales y apoyo a la gestión;8 días de tiempo transcurrido (30/04/2024 12:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);PRESTACION DE SERVICIO DE APOYO A LA GESTION PARA EL SOPORTE Y ACTUALIZACIÓN DEL SISTEMA DE INFORMACIÓN ASCII EN EL INSTITUTO MUNICIPAL DEL DEPORTE Y LA RECREACION ZARZALEÑA IMDEREZ;2093000;43231601 - Software de contabilidad;
878;SERVICIO SUSCRIPCIÓN ANUAL PORTAL TNS;RE-010-2023;Publicado;Contratación régimen especial;INSTITUCIÓN EDUCATIVA COLEGIO SANTA BÁRBARA;2000000;Presentación de oferta;INSTITUCION EDUCATIVA COLEGIO SANTA BARBARA;6/03/2024 11:26:34 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5789039;-;Prestación de servicios;Regla aplicable;11/08/2023 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);SERVICIO SUSCRIPCIÓN ANUAL PORTAL TNS.;0;43231601 - Software de contabilidad;
879;CONTRATO DE PRESTACIÓN DE SERVICIOS;031-2024;Proceso adjudicado y celebrado;Contratación régimen especial;EDUR;5150000;Presentación de oferta;EMPRESA DE DESARROLLO TERRITORIAL URBANO Y RURAL DE RISARALDA - EDUR;5/03/2024 9:20:38 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5780329;-;Prestación de servicios;Regla aplicable;4/08/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);PRESTAR LOS SERVICIOS DE ARRENDAMIENTO Y DERECHO DE USO, SOPORTE Y ACTUALIZACIÓNN DEL SOFTWARE CONTABLE GESTIÓN MUNICIPAL S.A.S DURANTE LA VIGENCIA FISCAL 2024 DE LA EMPRESA DE DESARROLLO TERRITORIAL URBANO Y RURAL DE RISARALDA EDUR E.I.C.E;5150000;43231601 - Software de contabilidad;
880;RENOVACION Y ACTUALIZACION DE LA PAGINA EDUPAGE PRO PARA LA VIGENCIA 2024;CAG-01-2024;Publicado;Contratación régimen especial;Colegio Atanasio Giradot;3370500;Presentación de oferta;COLEGIO ATANASIO GIRARDOT I.E.D.;1/03/2024 4:36:01 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5766858;-;Prestación de servicios;Regla aplicable;12/02/2025 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);RENOVACION Y ACTUALIZACION  DE LA PAGINA EDUPAGE PRO PARA LA VIGENCIA 2024;0;43231601 - Software de contabilidad;
881;EL COLEGIO ATANASIO GIRRADOT I.E.D.. REQUIERE CONTRATAR ACTUALIZACIÓN DEL APLICATIVO ESPARTA PRESUPUESTO Y ALMACÉN EN LA VIGENCIA 2022 SEGÚN LO DETERMINADO EN EL PLAN ANUAL DE ADQUISICIONES, PARA SAT;CAG-03-2024;Publicado;Contratación régimen especial;Colegio Atanasio Giradot;1900000;Presentación de oferta;COLEGIO ATANASIO GIRARDOT I.E.D.;1/03/2024 4:35:13 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5766677;-;Prestación de servicios;Regla aplicable;31/12/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);EL COLEGIO ATANASIO GIRRADOT  I.E.D.. REQUIERE CONTRATAR ACTUALIZACIÓN DEL APLICATIVO ESPARTA PRESUPUESTO Y ALMACÉN EN LA VIGENCIA 2022 SEGÚN LO DETERMINADO EN EL PLAN ANUAL DE ADQUISICIONES, PARA SATISFACER EL DESARROLLO DEL PLAN OPERATIVO Y DEL PROYECTO EDUCATIVO INSTITUCIONAL Y QUE BENEFICIAN A LA COMUNIDAD EDUCATIVA Y ESPECIALMENTE A LOS ESTUDIANTES. ATENDIENDO LAS ESPECIFICACIONES TÉCNICAS DEFINIDAS.;0;43231601 - Software de contabilidad;
882;PRESTACION DE SERVICIOS PARA EL ANALISIS, DESARROLLO, AJUSTES,MANTENIMIENTO,DOCUMENTACION,PRUEBAS E IMPLEMENTACION DE ACTUALIZACIONES REALIZADAS;CPS-028-2024;Publicado;Contratación régimen especial;CONTRATACION DIRECTA;5000000;Presentación de oferta;EMPRESA DE SERVICIOS PÚBLICOS DE BARICHARA E.P.B. S.A. E.S.P.;29/02/2024 10:22:01 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5753349;-;Prestación de servicios;Regla aplicable;19/12/2024 6:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);PRESTACION DE SERVICIOS PARA EL ANALISIS, DESARROLLO, AJUSTES,MANTENIMIENTO,DOCUMENTACION,PRUEBAS E IMPLEMENTACION DE ACTUALIZACIONES REALIZADAS EN LOS SISTEMAS DE INFORMACION DELFIN_ECO Y ALOJAMIENTO EN LA NUBE DEL SISTEMA FINANCIERO GD, PARA LA EMPRESA DE SERVICIOS PUBLICOS DE BARICHARA E.P.B S.A. E.S.P;5000000;43231601 - Software de contabilidad;
883;SOPORTE Y ACTUALIZACIÓN SISTEMA DE INFORMACIÓN FINANCIERO COMPUESTO, POR LOS SUB-MÓDULOS DE PRESUPUESTO, CONTABILIDAD, TESORERÍA, LIQUIDACIÓN DE NÓMINA Y CONTROL DE ALMACÉN PARA LA SECRETARIA DE HACIE;MC-CPS-037-2024;Proceso adjudicado y celebrado;Contratación directa.;SECRETARIA DE HACIENDA;14000000;Presentación de oferta;ALCALDIA MUNICIPIO DE CUCAITA;28/02/2024 1:57:53 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5747541;-;Prestación de servicios;Servicios profesionales y apoyo a la gestión;28/12/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);SOPORTE Y ACTUALIZACIÓN SISTEMA DE INFORMACIÓN FINANCIERO COMPUESTO, POR LOS SUB-MÓDULOS DE PRESUPUESTO, CONTABILIDAD, TESORERÍA, LIQUIDACIÓN DE NÓMINA Y CONTROL DE ALMACÉN PARA LA SECRETARIA DE HACIENDA DEL MUNICIPIO DE CUCAITA VIGENCIA 2024.;0;43231601 - Software de contabilidad;
884;CONTRATO PRESTACION DE SERVICIOS SOFTWARE;CPS-007-2024;Publicado;Contratación régimen especial;EMVIAS;892500;Presentación de oferta;EMPRESA VIAL Y DE TRANSPORTES DE MUNICIPIO DE MISTRATO RISARALDA;28/02/2024 10:04:32 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5745562;-;Prestación de servicios;Regla aplicable;8 días de tiempo transcurrido (30/04/2024 12:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);ACTUALIZACION SOFTWARE PLANES Y CONTABLE;0;43231601 - Software de contabilidad;
885;PRESTACION SERVICIO EN LINEA PROGRAMA CONTABLE;02-GS-2024;Publicado;Contratación régimen especial;RECTORIA;1275000;Presentación de oferta;INSTITUCION EDUCATIVA DEPARTAMETAL GENERAL SANTANDER;28/02/2024 9:30:50 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5745328;-;Prestación de servicios;Regla aplicable;31/12/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Prestar servicios de suministro e implementación, actualización, mantenimiento de un Soporte Lógico (Software)en línea, de módulos. SISTEMA DE INFORMACION FINANCIERO, CONTABLE Y ADMINISTRATIVO compuesto por módulos de PRESUPUESTO, CONTABILIDAD, TESORERIA O PAGADURIA, FACTURACION ELECTRONICA DE INGRESOS Y DOCUMENTOS SOPORTES;1300000;43231601 - Software de contabilidad;
886;SUMINISTRO DE LAS ACTUALIZACIONES DE LOS APLICATIVOS DEL SOFTWARE SISTEMA DE INFORMACION EN ATENCION PRIMARIA ROCKY.;025-2024;Publicado;Contratación régimen especial;ADQUISICION DE SUMINISTROS;6000000;Presentación de oferta;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD LA CANDELARIA;27/02/2024 12:43:21 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5738862;-;Otro;Regla aplicable;12/03/2024 12:00:00 AM ((UTC-05:00) Bogotá, Lima, Quito);SUMINISTRO DE LAS ACTUALIZACIONES DE LOS APLICATIVOS DEL SOFTWARE SISTEMA DE INFORMACION EN ATENCION PRIMARIA ROCKY.;7000000;43231601 - Software de contabilidad;
887;ACTUALIZACION AS FINANCIERO 2024;02-2024;Publicado;Contratación régimen especial;COLEGIO JORGE ELIECER GAITAN IED;900000;Presentación de oferta;INSTITUCION EDUCATIVA DISTRITALJORGE ELIECER GAITAN-BOGOTÁ D.C;26/02/2024 3:41:10 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5733506;-;Decreto 092 de 2017;Decreto 092 de 2017;26/12/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);ACTUALIZACION SOFTWARE FINANCIERO PARA LA VIGENCIA 2024;900000;43231601 - Software de contabilidad;
888;PRESTACION DE SERVICIOS PARA EL LICENCIAMIENTO DE LOS MÓDULOS DE CONTABILIDAD, PRESUPUESTO Y CONTROL PRESUPUESTAL DEL SISTEMA SINFA ERP SISTEMA DE INFORMACIÓN FINANCIERO Y ADMINISTRATIVO PARA LA E.S.E;CPS-018-2024;Publicado;Contratación régimen especial;ESE CENTRO DE SALUD SANTA RITA DE CASIA DETIPACOQUE;10419863;Presentación de oferta;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA RITA DE CASIA DE TIPACOQUE;23/02/2024 6:30:44 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5724653;-;Prestación de servicios;Regla aplicable;31/12/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);PRESTACION DE SERVICIOS PARA EL LICENCIAMIENTO DE LOS MÓDULOS DE CONTABILIDAD, PRESUPUESTO Y CONTROL PRESUPUESTAL DEL SISTEMA SINFA ERP SISTEMA DE INFORMACIÓN FINANCIERO Y ADMINISTRATIVO PARA LA E.S.E.;15000000;43231601 - Software de contabilidad;
889;PRESTACION SERVICIO SISTEMAS INFORMACION EN LINEA CONTABLE;SM-2-2024;Publicado;Contratación régimen especial;RECTORIA;1000000;Presentación de oferta;INSTITUCION EDUCATIVA DEPARTAMENTAL SAN MIGUEL SIBATE;23/02/2024 1:10:08 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5720797;-;Prestación de servicios;Regla aplicable;31/12/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);"SUMINISTRAR, LICENCIAR, IMPLEMENTAR Y AUTORIZAR UN SOPORTE LÓGICO (SOFTWARE), DE MÓDULOS. SISTEMA DE INFORMACION FINANCIERO, CONTABLE Y ADMINISTRATIVO COMPUESTO POR MÓDULOS DE PRESUPUESTO, CONTABILIDAD, TESORERIA O PAGADURIA; CON DESTINO A LA ADMINISTRACIÓN DE RECURSOS DE LA  IED SAN MIGUEL DE SIBATE. ASESORÍA, SOPORTE TÉCNICO";1000000;43231601 - Software de contabilidad;
890;Apoyo en los procesos administrativos;01;Publicado;Contratación régimen especial;RECTORIA;1570000;Presentación de oferta;INSTITUCION EDUCATIVA TECNICA COMERCIAL TEOFILO ROBERTO POTES;23/02/2024 10:08:01 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5718956;-;Prestación de servicios;Regla aplicable;26/01/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Apoyo en los procesos de matrícula por necesidad del servicio.;1570000;43231601 - Software de contabilidad;
891;CONTRATAR LA PRESTACIÓN DE SERVICIOS PARA EL ASESORAMIENTO, MANTENIMIENTO Y SOPORTE TÉCNICO DEL SOFTWARE UNIVERSO ON LINE PARA LAS ÁREAS DE PRESUPUESTO, TESORERÍA, CONTABILIDAD, INFORMES WEB, NÓMINAS;CPS-006-2024;Publicado;Contratación régimen especial;CONTRATACION;12020800;Presentación de oferta;EMPRESA DE SERVICIOS PUBLICOS DE EL COPEY;22/02/2024 6:05:25 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5716099;-;Prestación de servicios;Regla aplicable;31/12/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);CONTRATAR LA PRESTACIÓN DE SERVICIOS PARA EL ASESORAMIENTO, MANTENIMIENTO Y SOPORTE TÉCNICO DEL SOFTWARE UNIVERSO ON LINE PARA LAS ÁREAS DE PRESUPUESTO, TESORERÍA, CONTABILIDAD, INFORMES WEB, NÓMINAS Y FACTURACIÓN DE LA EMPRESA DE SERVICIOS PÚBLICOS DE EL COPEY  EMCOPEY ESP;13000000;43231601 - Software de contabilidad;
892;CONTRATO PRESTACION SERVICIOS INFORMATICOS;RE-007-2023;Publicado;Contratación régimen especial;PAGADURIA;2000000;Presentación de oferta;INTITUCION EDUCATIVA SAN PEDRO APOSTOL;22/02/2024 5:28:22 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5715762;-;Decreto 092 de 2017;Decreto 092 de 2017;31/12/2023 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);SERVICIO DE SUSCRIPCIÓN ANUAL DE PORTAL TNS OFICIAL;0;43231601 - Software de contabilidad;
893;CRC-CD-0052-2024;CRC-CD-0052-2024;Proceso adjudicado y celebrado;Contratación directa.;GRUPO CONTRATACION JURIDICA;89987800;Presentación de oferta;CORPORACION AUTONOMA REGIONAL DEL CAUCA 12;22/02/2024 3:38:18 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5714307;-;Prestación de servicios;No existe pluralidad de oferentes en el mercado;31/12/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Prestar los servicios a distancia del mantenimiento, actualización, soporte técnico y capacitación del Sistema de Información Administrativo y Financiero PCT ENTERPRISE, para la vigencia 2024, de la Subdirección Financiera de la C.R.C, con el propósito de garantizar el normal desarrollo de sostenibilidad contable y la gestión de la facturación masiva;89987800;43231601 - Software de contabilidad;
894;ADA;040-CD- 2024;Publicado;Contratación régimen especial;UC EDUNORTE;144510000;Presentación de oferta;EMPRESA DE DESARROLLO URBANO Y RURAL DEL MUNICIPIO DE BELLO;21/02/2024 10:15:43 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5709000;-;Prestación de servicios;Regla aplicable;21/12/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);"PRESTACIÓN DE SERVICIOS DEL SICOF-ERP EN LOS MÓDULOS DE CONTABILIDAD, PRESUSPUESTO, TESORERÍA Y NÓMINA EN LA EMPRESA DE DESARROLLO URBANO Y RURAL DEL MUNICIPIO DE BELLO EDUNORTE"".";0;43231601 - Software de contabilidad;
895;COMPRAVENTA;CCV-IMETY-002-2024;Proceso adjudicado y celebrado;Contratación directa.;IMETY;7507000;Presentación de oferta;INSTITUTO MUNICIPAL DE EDUCACION PARA EL TRABAJO Y DESARROLLO HUMANO DE YUMBO -IMETY-;21/02/2024 2:54:20 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5704775;-;Compraventa;Contratos o convenios Interadministrativos (valor cero);27/12/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);ADQUISICIÓN DE LICENCIA DE SOFTWARE CONTABLE ASCII CON SUS ACTUALIZACIONES Y SOPORTE TÉCNICO PARA EL INSTITUTO MUNICIPAL DE EDUCACION PARA EL TRABAJO Y DESARROLLO HUMANO DE YUMBO - IMETY, VIGENCIA 2024.;731613360;43231601 - Software de contabilidad;
896;SOFWARE CONTABLE;04-2024;Publicado;Contratación régimen especial;equipo contractual;15713502;Presentación de oferta;EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE GIRALDO S.A E.S.P;21/02/2024 12:18:15 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5703743;-;Decreto 092 de 2017;Decreto 092 de 2017;31/12/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);PRESTAR LOS SERVICIOS PROFESIONALES  DE APOYO A LA GESTION EN  LA IMPLEMENTACION DEL SOFTWARE CONTABLE ARIES NET Y MODULO PARA FACTURACION ELECTRONICA DIAN CON EL SOPORTE TECNICO Y LAS ACTUALIZACIONES REQUERIDAS  A LA EMPRESA DE SERVICIOS PÚBLICOS DOMICILIARIOS DE GIRALDO SA ESP;15713502;43231601 - Software de contabilidad;
897;CONSULTORIA PARA EL SERVICIO DE COMPUTACION EN LA NUBE DEL SISTEMA DE INFORMACIÓN FINANCIERA Y ADMINISTRATIVA Sinfa® ERP SaaS (Software como Servicio).;CPS11-2024;Proceso adjudicado y celebrado;Contratación directa.;CONTRATACION CMMFS;4315000;Presentación de oferta;CASA DEL MENOR;21/02/2024 10:49:13 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5702707;-;Prestación de servicios;Contratos para el desarrollo de actividades científicas y tecnológicas;31/12/2024 6:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);CONSULTORIA PARA EL SERVICIO DE COMPUTACION EN LA NUBE DEL SISTEMA DE INFORMACIÓN FINANCIERA Y ADMINISTRATIVA Sinfa® ERP SaaS (Software como Servicio). MODULOS CONTABILIDAD, TESORERIA Y PRESUPUESTO, PARA LA CASA DEL MENOR MARCO FIDEL SUAREZ.;4500000;43231601 - Software de contabilidad;
